Calculations with WS3
    Z    N    A      Etot  Eshell+pairing  beta2      gamma      beta4
  100  144  244    -7.088    -8.413     0.233       0.069     0.060
  100  146  246    -7.401    -8.676     0.239       0.168     0.051
  100  148  248    -7.492    -8.567     0.241       0.068     0.042
  100  150  250    -7.633    -8.467     0.243       0.532     0.031
  100  152  252    -7.541    -8.250     0.241       0.896     0.020
  100  154  254    -7.273    -7.977     0.236       0.714     0.009
  100  156  256    -7.022    -7.910     0.236      -1.148    -0.004
  100  158  258    -7.007    -8.011     0.234       0.207    -0.015
  100  160  260    -6.980    -8.084     0.229      -0.167    -0.025
  100  162  262    -6.832    -7.984     0.220      -0.676    -0.033
  100  164  264    -6.527    -7.790     0.208      -0.177    -0.040
  100  166  266    -6.099    -7.358     0.195       0.088    -0.043
  100  168  268    -5.672    -6.833     0.179       0.988    -0.043
  100  170  270    -5.447    -6.101     0.163      60.000     0.017
  100  172  272    -6.274    -6.814     0.154      60.000     0.012
  100  174  274    -6.644    -7.046     0.140      60.000     0.004
  100  176  276    -7.038    -7.319     0.114      60.000    -0.005
  100  178  278    -7.501    -7.802     0.100      60.000    -0.011
  100  180  280    -7.516    -7.718     0.071      60.000    -0.011
  100  182  282    -8.178    -8.235     0.027      60.000    -0.007
  100  184  284    -8.161    -8.152     0.011      60.000     0.002
  100  186  286    -6.669    -6.713     0.020      60.000     0.008
  100  188  288    -5.101    -5.246     0.033      60.000     0.014
  100  190  290    -3.756    -3.945     0.046      60.000     0.015
  100  192  292    -3.636    -5.487     0.315     -30.000     0.027
  100  194  294    -4.026    -5.839     0.314     -29.636     0.025
  100  196  296    -4.425    -6.147     0.308     -28.661     0.023
  100  198  298    -4.729    -6.400     0.306     -28.503     0.020
  100  200  300    -4.930    -6.569     0.306     -28.711     0.015
  100  202  302    -5.281    -6.920     0.194       0.866     0.065
  100  204  304    -5.697    -7.290     0.194       1.195     0.063
  100  206  306    -6.001    -7.430     0.197       1.167     0.059
  100  208  308    -6.238    -7.485     0.201       0.995     0.051
  100  210  310    -6.417    -7.541     0.204       0.836     0.043
  100  212  312    -6.602    -7.503     0.207      -0.560     0.035
  100  214  314    -6.449    -7.221     0.207      -0.932     0.029
  100  216  316    -6.163    -6.861     0.208      -0.905     0.022
  100  218  318    -5.974    -6.583     0.208      -1.183     0.014
  100  220  320    -5.889    -6.507     0.208      -0.244     0.004
  100  222  322    -5.724    -6.475     0.207      -0.270    -0.006
  102  138  240    -5.123    -6.427     0.214       0.343     0.065
  102  140  242    -5.828    -7.066     0.224      -0.766     0.062
  102  142  244    -6.431    -7.531     0.230      -1.232     0.057
  102  144  246    -6.936    -7.912     0.235      -0.700     0.050
  102  146  248    -7.311    -8.226     0.239      -0.203     0.042
  102  148  250    -7.680    -8.519     0.243      -0.048     0.032
  102  150  252    -7.881    -8.465     0.242       0.456     0.022
  102  152  254    -7.934    -8.514     0.241       0.552     0.010
  102  154  256    -7.840    -8.588     0.242      -0.780    -0.002
  102  156  258    -7.740    -8.589     0.239      -0.783    -0.012
  102  158  260    -7.847    -8.867     0.237      -0.087    -0.023
  102  160  262    -7.881    -8.953     0.232       0.283    -0.032
  102  162  264    -7.773    -9.003     0.225      -0.076    -0.039
  102  164  266    -7.429    -8.776     0.213      -0.130    -0.044
  102  166  268    -6.898    -8.286     0.202       0.194    -0.047
  102  168  270    -6.319    -7.626     0.186       0.943    -0.048
  102  170  272    -5.879    -7.029     0.168       0.786    -0.045
  102  172  274    -6.264    -6.758     0.158      60.000     0.010
  102  174  276    -6.591    -6.983     0.144      60.000     0.001
  102  176  278    -6.931    -7.265     0.119      60.000    -0.010
  102  178  280    -7.356    -7.731     0.102      60.000    -0.015
  102  180  282    -7.276    -7.570     0.075      60.000    -0.016
  102  182  284    -7.857    -7.922     0.028      60.000    -0.008
  102  184  286    -7.769    -7.746     0.010      60.000     0.002
  102  186  288    -6.238    -6.261     0.019      60.000     0.008
  102  188  290    -4.632    -4.755     0.034      60.000     0.013
  102  190  292    -3.279    -4.858     0.343     -17.126     0.020
  102  192  294    -3.662    -5.555     0.333     -30.000     0.029
  102  194  296    -4.049    -5.885     0.331     -30.000     0.026
  102  196  298    -4.388    -6.134     0.326     -30.000     0.022
  102  198  300    -4.663    -6.301     0.315     -28.647     0.020
  102  200  302    -4.898    -6.114     0.222       8.941     0.047
  102  202  304    -5.294    -6.736     0.196       2.463     0.060
  102  204  306    -5.708    -7.135     0.194       1.518     0.059
  102  206  308    -6.036    -7.306     0.198       1.364     0.054
  102  208  310    -6.292    -7.416     0.203       1.702     0.046
  102  210  312    -6.619    -7.492     0.208       0.071     0.037
  102  212  314    -6.762    -7.567     0.210      -0.350     0.030
  102  214  316    -6.633    -7.336     0.210      -0.709     0.024
  102  216  318    -6.427    -7.021     0.211      -1.007     0.017
  102  218  320    -6.316    -6.914     0.213       0.688     0.007
  102  220  322    -6.299    -6.978     0.214       0.798    -0.004
  102  222  324    -6.342    -7.178     0.214      -0.614    -0.013
  102  224  326    -5.993    -6.860     0.211      -0.726    -0.020
  102  226  328    -5.441    -6.409     0.206      -1.420    -0.026
  104  142  246    -6.163    -6.956     0.232      -1.407     0.048
  104  144  248    -6.749    -7.486     0.237      -1.195     0.041
  104  146  250    -7.255    -7.959     0.242       0.225     0.033
  104  148  252    -7.718    -8.218     0.242      -0.119     0.024
  104  150  254    -8.075    -8.498     0.243       0.262     0.013
  104  152  256    -8.298    -8.910     0.246      -0.581    -0.001
  104  154  258    -8.433    -9.184     0.244      -0.248    -0.012
  104  156  260    -8.453    -9.364     0.242      -0.334    -0.022
  104  158  262    -8.600    -9.584     0.240      -0.193    -0.031
  104  160  264    -8.716    -9.896     0.236       0.027    -0.040
  104  162  266    -8.664   -10.005     0.227       0.040    -0.045
  104  164  268    -8.325    -9.815     0.217       0.016    -0.050
  104  166  270    -7.737    -9.329     0.207       0.210    -0.054
  104  168  272    -7.059    -8.596     0.192       0.785    -0.055
  104  170  274    -6.504    -7.828     0.173       1.046    -0.051
  104  172  276    -6.343    -6.797     0.160      60.000     0.008
  104  174  278    -6.647    -7.021     0.146      60.000    -0.001
  104  176  280    -6.942    -7.324     0.120      60.000    -0.014
  104  178  282    -7.382    -7.840     0.103      60.000    -0.019
  104  180  284    -7.280    -7.655     0.075      60.000    -0.019
  104  182  286    -7.827    -7.891     0.027      60.000    -0.009
  104  184  288    -7.716    -7.676     0.009      60.000     0.002
  104  186  290    -6.128    -6.125     0.018      60.000     0.008
  104  188  292    -4.469    -4.559     0.032      60.000     0.013
  104  190  294    -3.640    -4.608     0.315      -0.893     0.012
  104  192  296    -3.875    -4.795     0.302      -0.901     0.015
  104  194  298    -4.164    -5.038     0.287      -0.414     0.019
  104  196  300    -4.466    -5.322     0.279      -0.102     0.020
  104  198  302    -4.762    -5.621     0.276       0.266     0.019
  104  200  304    -5.000    -5.835     0.268       0.128     0.020
  104  202  306    -5.291    -6.590     0.196       2.607     0.057
  104  204  308    -5.712    -6.996     0.194       1.894     0.057
  104  206  310    -6.051    -7.203     0.198       1.770     0.051
  104  208  312    -6.375    -7.352     0.205       1.402     0.042
  104  210  314    -6.682    -7.484     0.208       0.682     0.035
  104  212  316    -6.852    -7.533     0.210       0.040     0.027
  104  214  318    -6.755    -7.340     0.210      -0.258     0.021
  104  216  320    -6.597    -7.113     0.211      -0.329     0.012
  104  218  322    -6.571    -7.178     0.217       1.916     0.001
  104  220  324    -6.630    -7.411     0.217       1.739    -0.010
  104  222  326    -6.770    -7.589     0.216      -0.278    -0.019
  104  224  328    -6.472    -7.357     0.213      -0.772    -0.024
  104  226  330    -6.014    -6.995     0.206      -0.952    -0.030
  104  228  332    -5.532    -6.584     0.201      -1.216    -0.037
  106  146  252    -7.099    -7.473     0.240      -0.580     0.026
  106  148  254    -7.580    -7.853     0.242      -0.275     0.016
  106  150  256    -8.036    -8.352     0.243      -0.234     0.004
  106  152  258    -8.509    -9.064     0.246       0.121    -0.011
  106  154  260    -8.758    -9.381     0.243      -0.276    -0.020
  106  156  262    -8.881    -9.650     0.241      -0.051    -0.029
  106  158  264    -9.160   -10.205     0.240      -0.148    -0.040
  106  160  266    -9.388   -10.712     0.236       0.087    -0.048
  106  162  268    -9.446   -11.005     0.228       0.032    -0.054
  106  164  270    -9.165   -10.919     0.218       0.096    -0.058
  106  166  272    -8.574   -10.485     0.209       0.303    -0.061
  106  168  274    -7.836    -9.721     0.196       0.470    -0.063
  106  170  276    -7.197    -8.754     0.176       0.825    -0.058
  106  172  278    -6.828    -7.823     0.148       1.044    -0.044
  106  174  280    -6.892    -7.531     0.119      -5.949    -0.034
  106  176  282    -7.145    -7.537     0.118      60.000    -0.016
  106  178  284    -7.609    -8.127     0.103      60.000    -0.022
  106  180  286    -7.578    -7.995     0.076      60.000    -0.022
  106  182  288    -8.103    -8.155     0.026      59.825    -0.009
  106  184  290    -7.965    -7.914     0.008      60.000     0.002
  106  186  292    -6.319    -6.292     0.016      60.000     0.008
  106  188  294    -4.611    -4.668     0.030      60.000     0.012
  106  190  296    -4.124    -4.981     0.323      -0.413     0.007
  106  192  298    -4.326    -5.193     0.318      -0.432     0.006
  106  194  300    -4.553    -5.451     0.311      -0.454     0.007
  106  196  302    -4.825    -5.642     0.302      -0.371     0.009
  106  198  304    -5.058    -5.787     0.291       0.003     0.011
  106  200  306    -5.284    -6.006     0.283      -0.034     0.012
  106  202  308    -5.385    -6.124     0.274      -0.392     0.012
  106  204  310    -5.634    -6.774     0.197       1.935     0.054
  106  206  312    -5.993    -7.022     0.200       1.779     0.049
  106  208  314    -6.312    -7.196     0.204       1.745     0.042
  106  210  316    -6.630    -7.343     0.207       1.049     0.033
  106  212  318    -6.830    -7.443     0.206       0.952     0.026
  106  214  320    -6.775    -7.258     0.206       0.644     0.019
  106  216  322    -6.689    -7.158     0.211       1.486     0.008
  106  218  324    -6.690    -7.275     0.215       2.297    -0.004
  106  220  326    -6.940    -7.672     0.216       0.510    -0.014
  106  222  328    -7.029    -7.812     0.215      -0.020    -0.022
  106  224  330    -6.795    -7.699     0.211      -0.785    -0.028
  106  226  332    -6.432    -7.414     0.204      -0.667    -0.033
  106  228  334    -6.017    -7.128     0.199      -1.027    -0.040
  106  230  336    -5.583    -6.803     0.192      -0.853    -0.050
  106  232  338    -5.146    -6.408     0.184      -0.325    -0.051
  108  150  258    -7.806    -8.089     0.243      -0.365    -0.004
  108  152  260    -8.398    -8.972     0.246       0.297    -0.017
  108  154  262    -8.773    -9.369     0.241      -0.444    -0.028
  108  156  264    -8.980    -9.813     0.237       0.004    -0.037
  108  158  266    -9.317   -10.542     0.236       0.224    -0.047
  108  160  268    -9.738   -11.263     0.233       0.132    -0.055
  108  162  270    -9.946   -11.778     0.226      -0.071    -0.061
  108  164  272    -9.761   -11.840     0.217       0.139    -0.066
  108  166  274    -9.246   -11.454     0.208       0.589    -0.070
  108  168  276    -8.525   -10.720     0.196       0.315    -0.071
  108  170  278    -7.888    -9.602     0.174       0.387    -0.062
  108  172  280    -7.532    -8.554     0.145       0.626    -0.047
  108  174  282    -7.652    -8.330     0.119      -5.090    -0.039
  108  176  284    -7.831    -8.421     0.102      -8.068    -0.035
  108  178  286    -8.020    -8.527     0.100      59.954    -0.022
  108  180  288    -8.039    -8.393     0.070      60.000    -0.020
  108  182  290    -8.665    -8.698     0.024      60.000    -0.008
  108  184  292    -8.521    -8.471     0.006      60.000     0.002
  108  186  294    -6.822    -6.786     0.013      60.000     0.007
  108  188  296    -5.047    -5.083     0.027      60.000     0.012
  108  190  298    -4.427    -5.302     0.335       0.757     0.001
  108  192  300    -4.636    -5.547     0.333       0.070    -0.002
  108  194  302    -4.853    -5.725     0.329      -0.123    -0.004
  108  196  304    -5.064    -5.869     0.322      -0.422    -0.003
  108  198  306    -5.212    -5.842     0.309      -0.402     0.002
  108  200  308    -5.385    -6.004     0.293       0.031     0.006
  108  202  310    -5.447    -6.105     0.284      -0.142     0.005
  108  204  312    -5.526    -6.185     0.267      -1.815     0.011
  108  206  314    -5.867    -6.749     0.205       1.414     0.046
  108  208  316    -6.192    -6.979     0.206       1.756     0.040
  108  210  318    -6.524    -7.149     0.207       1.044     0.032
  108  212  320    -6.762    -7.251     0.204       1.160     0.025
  108  214  322    -6.756    -7.138     0.203       1.121     0.017
  108  216  324    -6.700    -7.079     0.206       1.647     0.006
  108  218  326    -6.742    -7.257     0.208       2.157    -0.005
  108  220  328    -7.013    -7.667     0.212       0.752    -0.016
  108  222  330    -7.153    -7.913     0.211      -0.076    -0.024
  108  224  332    -7.063    -7.902     0.205      -0.182    -0.030
  108  226  334    -6.772    -7.682     0.200      -0.200    -0.035
  108  228  336    -6.457    -7.527     0.195      -0.531    -0.042
  108  230  338    -6.123    -7.447     0.189      -0.595    -0.052
  108  232  340    -5.757    -7.170     0.183      -0.585    -0.056
  108  234  342    -5.353    -6.681     0.174      -0.330    -0.053
  108  236  344    -4.810    -5.993     0.162      -0.622    -0.049
  108  238  346    -4.390    -5.479     0.188      60.000     0.043
  108  240  348    -4.754    -5.850     0.190      60.000     0.043
  108  242  350    -4.862    -5.969     0.194      60.000     0.043
  110  152  262    -7.954    -8.402     0.241      -0.491    -0.018
  110  154  264    -8.316    -8.859     0.236      -0.434    -0.030
  110  156  266    -8.607    -9.405     0.232      -0.320    -0.040
  110  158  268    -9.051   -10.222     0.229       0.025    -0.051
  110  160  270    -9.519   -11.311     0.227       0.109    -0.062
  110  162  272    -9.912   -11.919     0.220       0.007    -0.067
  110  164  274    -9.924   -12.187     0.211       0.668    -0.073
  110  166  276    -9.554   -11.953     0.201       0.560    -0.076
  110  168  278    -8.966   -11.208     0.189      -0.237    -0.073
  110  170  280    -8.473   -10.132     0.166       0.095    -0.062
  110  172  282    -8.270    -9.299     0.141       0.128    -0.049
  110  174  284    -8.434    -9.164     0.118      -4.446    -0.042
  110  176  286    -8.613    -9.254     0.101      -6.461    -0.039
  110  178  288    -8.619    -9.031     0.094      59.951    -0.020
  110  180  290    -8.760    -9.012     0.052      28.436    -0.018
  110  182  292    -9.506    -9.526     0.022      60.000    -0.007
  110  184  294    -9.361    -9.324     0.005      60.000     0.002
  110  186  296    -7.610    -7.579     0.011      60.000     0.007
  110  188  298    -5.789    -5.776     0.024      60.000     0.012
  110  190  300    -4.667    -5.330     0.344       1.225    -0.005
  110  192  302    -4.891    -5.651     0.343       0.571    -0.008
  110  194  304    -5.080    -5.847     0.339       0.491    -0.011
  110  196  306    -5.253    -5.976     0.335       0.161    -0.011
  110  198  308    -5.320    -5.885     0.325      -0.238    -0.007
  110  200  310    -5.375    -5.894     0.306       0.031    -0.002
  110  202  312    -5.385    -5.981     0.293       0.145    -0.002
  110  204  314    -5.490    -6.133     0.278       0.089     0.000
  110  206  316    -5.723    -6.446     0.215       1.187     0.041
  110  208  318    -6.059    -6.707     0.211       1.515     0.037
  110  210  320    -6.417    -6.943     0.209       0.749     0.030
  110  212  322    -6.647    -7.021     0.205       1.019     0.023
  110  214  324    -6.679    -6.968     0.204       0.911     0.014
  110  216  326    -6.664    -6.969     0.205       1.502     0.004
  110  218  328    -6.739    -7.183     0.205       1.907    -0.007
  110  220  330    -6.997    -7.595     0.208       1.028    -0.017
  110  222  332    -7.227    -7.927     0.205       0.398    -0.025
  110  224  334    -7.206    -7.982     0.200       0.213    -0.032
  110  226  336    -7.010    -7.871     0.195       0.180    -0.037
  110  228  338    -6.777    -7.812     0.190      -0.084    -0.044
  110  230  340    -6.530    -7.852     0.185      -0.236    -0.053
  110  232  342    -6.259    -7.757     0.180      -0.574    -0.059
  110  234  344    -5.921    -7.399     0.172      -0.315    -0.058
  110  236  346    -5.431    -6.812     0.162      -0.642    -0.055
  110  238  348    -4.959    -6.176     0.147      -1.136    -0.052
  110  240  350    -5.010    -6.073     0.190      60.000     0.044
  110  242  352    -5.104    -6.178     0.194      60.000     0.044
  112  158  270    -8.564    -9.699     0.218       0.492    -0.053
  112  160  272    -9.178   -10.871     0.216       0.311    -0.064
  112  162  274    -9.745   -11.813     0.210       0.347    -0.072
  112  164  276    -9.970   -12.361     0.202       0.580    -0.078
  112  166  278    -9.757   -12.145     0.192      -0.018    -0.078
  112  168  280    -9.306   -11.414     0.177      -0.807    -0.073
  112  170  282    -8.996   -10.625     0.157       0.098    -0.064
  112  172  284    -8.922   -10.001     0.136       0.013    -0.053
  112  174  286    -9.155    -9.950     0.116      -3.899    -0.046
  112  176  288    -9.347   -10.026     0.100      -5.810    -0.042
  112  178  290    -9.411    -9.698     0.087      60.000    -0.016
  112  180  292    -9.717    -9.722     0.038      60.000    -0.008
  112  182  294   -10.540   -10.550     0.020      59.767    -0.006
  112  184  296   -10.403   -10.382     0.003      60.000     0.002
  112  186  298    -8.601    -8.582     0.008      60.000     0.006
  112  188  300    -6.691    -6.728     0.020      60.000     0.012
  112  190  302    -5.052    -5.083     0.030      60.000     0.012
  112  192  304    -5.008    -5.554     0.351       1.496    -0.012
  112  194  306    -5.201    -5.808     0.347       0.956    -0.015
  112  196  308    -5.339    -5.960     0.342       0.607    -0.017
  112  198  310    -5.358    -5.843     0.336       0.221    -0.014
  112  200  312    -5.291    -5.686     0.322       0.316    -0.008
  112  202  314    -5.256    -5.720     0.303       0.122    -0.008
  112  204  316    -5.356    -5.885     0.282       1.137    -0.004
  112  206  318    -5.561    -6.069     0.228       2.134     0.033
  112  208  320    -5.901    -6.386     0.217       1.612     0.033
  112  210  322    -6.236    -6.624     0.215       0.007     0.027
  112  212  324    -6.473    -6.740     0.210       0.522     0.021
  112  214  326    -6.535    -6.739     0.208       0.431     0.013
  112  216  328    -6.547    -6.791     0.208       1.070     0.003
  112  218  330    -6.645    -7.042     0.206       1.695    -0.008
  112  220  332    -6.931    -7.502     0.205       1.282    -0.017
  112  222  334    -7.167    -7.792     0.203       0.377    -0.026
  112  224  336    -7.204    -7.933     0.198       0.319    -0.033
  112  226  338    -7.070    -7.945     0.192       0.204    -0.040
  112  228  340    -6.904    -8.005     0.187      -0.024    -0.048
  112  230  342    -6.731    -8.126     0.182      -0.110    -0.056
  112  232  344    -6.549    -8.198     0.177      -0.476    -0.062
  112  234  346    -6.297    -8.037     0.170      -0.278    -0.063
  112  236  348    -5.847    -7.579     0.158      -1.016    -0.062
  112  238  350    -5.453    -6.905     0.146      -1.113    -0.059
  112  240  352    -5.409    -6.433     0.189      60.000     0.045
  112  242  354    -5.494    -6.531     0.194      60.000     0.045
  114  158  272    -8.179    -9.296     0.208       0.807    -0.055
  114  160  274    -8.917   -10.612     0.206       0.286    -0.067
  114  162  276    -9.627   -11.789     0.202       0.366    -0.075
  114  164  278   -10.037   -12.491     0.194       0.468    -0.081
  114  166  280    -9.899   -12.371     0.185      -0.057    -0.081
  114  168  282    -9.565   -11.871     0.171      -0.298    -0.079
  114  170  284    -9.355   -11.264     0.154       0.295    -0.072
  114  172  286    -9.355   -10.542     0.132      -0.156    -0.057
  114  174  288    -9.706   -10.491     0.110      -4.728    -0.046
  114  176  290    -9.963   -10.607     0.095      -6.903    -0.041
  114  178  292   -10.321   -10.668     0.081      60.000    -0.012
  114  180  294   -10.709   -10.814     0.036      60.000    -0.006
  114  182  296   -11.596   -11.596     0.018      60.000    -0.004
  114  184  298   -11.460   -11.451     0.001      60.000     0.002
  114  186  300    -9.613    -9.595     0.008      60.000     0.006
  114  188  302    -7.660    -7.705     0.018      60.000     0.012
  114  190  304    -5.976    -6.064     0.027      60.000     0.013
  114  192  306    -5.207    -5.458     0.361       1.501    -0.012
  114  194  308    -5.284    -5.661     0.356       1.681    -0.017
  114  196  310    -5.370    -5.830     0.350       1.103    -0.020
  114  198  312    -5.340    -5.733     0.344       0.831    -0.018
  114  200  314    -5.186    -5.464     0.334       0.845    -0.013
  114  202  316    -5.050    -5.344     0.319       0.433    -0.012
  114  204  318    -5.164    -5.457     0.258     -18.454     0.020
  114  206  320    -5.470    -5.728     0.253     -17.988     0.015
  114  208  322    -5.720    -5.976     0.250     -17.956     0.009
  114  210  324    -6.003    -6.256     0.218      -0.237     0.024
  114  212  326    -6.235    -6.396     0.213       0.313     0.019
  114  214  328    -6.327    -6.449     0.211       0.092     0.011
  114  216  330    -6.368    -6.554     0.210       1.181     0.001
  114  218  332    -6.475    -6.825     0.209       2.212    -0.009
  114  220  334    -6.763    -7.252     0.208       1.653    -0.018
  114  222  336    -7.029    -7.594     0.205       0.407    -0.028
  114  224  338    -7.093    -7.806     0.200       0.215    -0.035
  114  226  340    -7.057    -7.978     0.193       0.356    -0.043
  114  228  342    -6.949    -8.101     0.187       0.012    -0.051
  114  230  344    -6.779    -8.363     0.182      -0.126    -0.061
  114  232  346    -6.670    -8.622     0.177      -0.297    -0.069
  114  234  348    -6.494    -8.565     0.170      -0.058    -0.072
  114  236  350    -6.129    -8.145     0.160      -0.407    -0.071
  114  238  352    -5.709    -7.475     0.146      -1.040    -0.067
  114  240  354    -5.928    -6.901     0.187      60.000     0.046
  114  242  356    -6.002    -6.990     0.193      60.000     0.046
  114  244  358    -5.609    -6.551     0.195      60.000     0.043
  116  166  282    -9.757   -12.477     0.180       0.165    -0.089
  116  168  284    -9.521   -12.178     0.167       0.004    -0.088
  116  170  286    -9.364   -11.424     0.151       0.322    -0.077
  116  172  288    -9.529    -9.630     0.132      60.000     0.008
  116  174  290   -10.118   -10.661     0.098      -7.780    -0.040
  116  176  292   -10.699   -10.760     0.092      60.000    -0.005
  116  178  294   -11.258   -11.398     0.078      60.000    -0.010
  116  180  296   -11.677   -11.620     0.028      60.000    -0.003
  116  182  298   -12.442   -12.497     0.018      60.000    -0.004
  116  184  300   -12.261   -12.253     0.002      60.000     0.002
  116  186  302   -10.391   -10.384     0.006      60.000     0.006
  116  188  304    -8.423    -8.476     0.019      60.000     0.012
  116  190  306    -6.737    -6.833     0.028      60.000     0.014
  116  192  308    -5.603    -5.491     0.377       0.819    -0.011
  116  194  310    -5.526    -5.570     0.367       1.486    -0.018
  116  196  312    -5.476    -5.695     0.358       1.549    -0.022
  116  198  314    -5.378    -5.665     0.351       1.414    -0.023
  116  200  316    -5.168    -5.283     0.344       1.392    -0.017
  116  202  318    -5.091    -5.337     0.289     -25.322     0.029
  116  204  320    -5.155    -5.337     0.271     -21.326     0.021
  116  206  322    -5.399    -5.555     0.259     -19.450     0.014
  116  208  324    -5.633    -5.791     0.253     -19.059     0.008
  116  210  326    -5.808    -6.018     0.251     -18.988     0.002
  116  212  328    -5.948    -6.004     0.214       0.576     0.016
  116  214  330    -6.067    -6.116     0.212       0.664     0.008
  116  216  332    -6.151    -6.303     0.213       2.963    -0.002
  116  218  334    -6.348    -6.594     0.214       3.847    -0.012
  116  220  336    -6.623    -7.043     0.212       2.211    -0.020
  116  222  338    -6.900    -7.418     0.208       0.499    -0.030
  116  224  340    -6.992    -7.664     0.203       0.112    -0.037
  116  226  342    -6.919    -7.780     0.196       0.132    -0.043
  116  228  344    -6.806    -8.003     0.190      -0.039    -0.052
  116  230  346    -6.717    -8.436     0.185      -0.105    -0.064
  116  232  348    -6.617    -8.879     0.180      -0.161    -0.075
  116  234  350    -6.459    -8.935     0.173       0.256    -0.080
  116  236  352    -6.100    -8.414     0.163      -0.373    -0.078
  116  238  354    -6.106    -6.994     0.182      60.000     0.045
  116  240  356    -6.463    -7.372     0.185      60.000     0.046
  116  242  358    -6.518    -7.469     0.192      60.000     0.047
  116  244  360    -6.127    -7.018     0.196      60.000     0.043
  116  246  362    -5.548    -6.194     0.187      60.000     0.032
  116  248  364    -5.217    -5.586     0.163      60.000     0.019
  118  170  288    -9.333    -9.384     0.132      60.000     0.009
  118  172  290   -10.148   -10.252     0.128      60.000     0.006
  118  174  292   -10.668   -10.688     0.108      60.000     0.000
  118  176  294   -11.330   -11.377     0.091      60.000    -0.005
  118  178  296   -11.811   -12.070     0.077      60.000    -0.010
  118  180  298   -12.202   -12.241     0.000     -30.000    -0.001
  118  182  300   -13.004   -13.017     0.018      60.000    -0.005
  118  184  302   -12.794   -12.785     0.002      60.000     0.002
  118  186  304   -10.908   -10.900     0.006      60.000     0.006
  118  188  306    -8.934    -8.989     0.019      60.000     0.012
  118  190  308    -7.238    -7.340     0.028      59.867     0.014
  118  192  310    -6.256    -5.658     0.395       0.150    -0.006
  118  194  312    -5.997    -5.625     0.385       0.541    -0.017
  118  196  314    -5.767    -5.658     0.370       1.434    -0.025
  118  198  316    -5.551    -5.624     0.359       1.708    -0.027
  118  200  318    -5.287    -5.361     0.351       1.823    -0.024
  118  202  320    -5.277    -5.394     0.293     -26.071     0.027
  118  204  322    -5.295    -5.271     0.284     -24.335     0.023
  118  206  324    -5.396    -5.424     0.265     -20.981     0.014
  118  208  326    -5.613    -5.670     0.262     -20.327     0.006
  118  210  328    -5.758    -5.882     0.259     -19.587    -0.001
  118  212  330    -5.850    -6.084     0.252     -18.619    -0.006
  118  214  332    -5.875    -6.175     0.246     -17.223    -0.011
  118  216  334    -5.924    -6.037     0.218       5.886    -0.007
  118  218  336    -6.174    -6.421     0.218       4.163    -0.014
  118  220  338    -6.494    -6.844     0.216       2.279    -0.022
  118  222  340    -6.789    -7.262     0.212       0.279    -0.032
  118  224  342    -6.892    -7.498     0.206      -0.236    -0.038
  118  226  344    -6.811    -7.580     0.200      -0.067    -0.043
  118  228  346    -6.674    -7.787     0.194      -0.173    -0.051
  118  230  348    -6.578    -8.194     0.190      -0.291    -0.062
  118  232  350    -6.490    -8.740     0.185      -0.380    -0.078
  118  234  352    -6.299    -8.670     0.177       0.172    -0.080
  118  236  354    -6.132    -6.925     0.179      60.000     0.043
  118  238  356    -6.594    -7.383     0.177      60.000     0.044
  118  240  358    -6.949    -7.751     0.182      60.000     0.045
  118  242  360    -6.980    -7.858     0.191      60.000     0.046
  118  244  362    -6.573    -7.397     0.195      60.000     0.043
  118  246  364    -6.044    -6.478     0.171      60.000     0.027
  118  248  366    -5.789    -6.067     0.158      60.000     0.017
  118  250  368    -5.483    -5.708     0.157      60.000     0.014
  118  252  370    -5.232    -4.810     0.359       2.676     0.037
  118  254  372    -5.194    -4.746     0.361       2.654     0.035
  120  174  294   -10.915   -10.907     0.113      60.000     0.000
  120  176  296   -11.479   -11.592     0.095      60.000    -0.006
  120  178  298   -12.072   -12.150     0.075      60.000    -0.008
  120  180  300   -12.576   -12.542     0.024      60.000    -0.005
  120  182  302   -13.259   -13.299     0.018      60.000    -0.007
  120  184  304   -12.989   -12.977     0.002      60.000     0.001
  120  186  306   -11.088   -11.079     0.007      60.000     0.004
  120  188  308    -9.079    -9.127     0.018      60.000     0.010
  120  190  310    -7.357    -7.452     0.026      59.825     0.012
  120  192  312    -6.980    -5.894     0.405       0.316    -0.003
  120  194  314    -6.657    -5.798     0.399       0.157    -0.013
  120  196  316    -6.267    -5.757     0.387       0.716    -0.026
  120  198  318    -5.895    -5.684     0.371       1.529    -0.033
  120  200  320    -5.538    -5.433     0.358       1.754    -0.030
  120  202  322    -5.460    -5.418     0.296     -26.581     0.025
  120  204  324    -5.492    -5.316     0.291     -25.484     0.021
  120  206  326    -5.464    -5.334     0.273     -21.834     0.013
  120  208  328    -5.618    -5.547     0.264     -20.817     0.006
  120  210  330    -5.797    -5.840     0.267     -21.281    -0.003
  120  212  332    -5.795    -5.953     0.263     -20.673    -0.010
  120  214  334    -5.790    -6.042     0.254     -18.910    -0.014
  120  216  336    -5.772    -5.969     0.245     -15.474    -0.016
  120  218  338    -5.945    -6.099     0.221       3.807    -0.017
  120  220  340    -6.329    -6.600     0.220       1.757    -0.025
  120  222  342    -6.644    -7.068     0.215      -0.035    -0.034
  120  224  344    -6.748    -7.288     0.209      -0.500    -0.038
  120  226  346    -6.661    -7.348     0.203      -0.281    -0.043
  120  228  348    -6.519    -7.582     0.198      -0.333    -0.052
